V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22;V24;V25;V26;V27;V28;V29;V30;V31;V32;V33;V34;V35;V36;V37;V38;V39;V40;V41;V42;V43;V44;V45;V46;V47;V48;V49;V50;V51;V52;V53;V54;V55;V56;V57;V58;V59;V60;V61;V62;V63;V64;V65;V66;V67;V68;V69;V70;V71;V72;V73;V74;V74B;V75;V76;V77;V78;V79;V80;V81;V82;V83;V84;V85;V86;V87;V88;V89;V90;V91;V92;V93;V94;V95;V96;V97;V98;V99;V100;V101;V102;V103;V104;V105;V106;V107;V108;V109;V110;V111;V112;V113;V114;V115;V116;V117;V118;V119;V120;V121;V122;V123;V124;V125REG;V125_02;V126;V127;V128;V129;V130;V131;V132;V133;V134;V135;V136;V137;V138;V139;V140;V141;V142;V143;V144G;V145;V146;V147;V148;V149;V150;V151;V152;V153;V154;V155;V156;V157;V158;V159;V160;V161;V162;V163;V164;V165;V166;V167;V168;V169;V160A;V160B;V160C;V160D;V160E;V160F;V160G;V160H;V160I;V160J;V170;V171;V172;V173;V174;V175;V176;V177;V178;V179;V180;V181;V182;V183;V184;V185;V186;V187;V188;V189;V190;V191;V192;V193;V194;V195;V196;V197;V198;V199;V200;V201;V202;V203;V203A;V204;V205;V206;V207;V207A;V208;V209;V210;V211;V212;V213;V214;V215_04;V216;V217;V218;V219;V220;V221;V222;V223;V224;V225;V226;V227;V228A;V228B;V228C;V228D;V228E;V228F;V228G;V228H;V228I;V228J;V228K;V229;V230;V231;V232;V233;V234;V235;V236;V237;V238;V239;V239R;V240;V242;V243;V244;V245;V246;V247;V248;V248R;V250;V251;V252;V253;V254;V255;N_REGION_ISO;V256;V257;V262;Y001;Y002;Y003;SACSECVAL;RESEMAVAL;I_AUTHORITY;I_NATIONALISM;I_DEVOUT;DEFIANCE;I_RELIGIMP;I_RELIGBEL;I_RELIGPRAC;DISBELIEF;I_NORM1;I_NORM2;I_NORM3;RELATIVISM;I_TRUSTARMY;I_TRUSTPOLICE;I_TRUSTCOURTS;SCEPTICISM;I_INDEP;I_IMAGIN;I_NONOBED;AUTONOMY;I_WOMJOB;I_WOMPOL;I_WOMEDU;EQUALITY;I_HOMOLIB;I_ABORTLIB;I_DIVORLIB;CHOICE;I_VOICE1;I_VOICE2;I_VOI2_00;VOICE;G_TOWNSIZE2;LNG_NUM;FW_START;FW_END;Qmode
2;2;3;3;1;2;2;2;2;2;1;2;2;2;1;2;2;1;2;-1;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;1;2;2;2;2;1;1;2;1;1;2;4;2;1;2;7;1;6;4;1;3;1;2;3;4;1;2;3;1;1;2;1;1;1;2;3;2;5;1;1;2;3;2;2;2;1;2;-1;2;3;2;-3;-3;-3;-3;-3;1;1;2;1;6;10;1;2;4;4;4;3;4;3;4;3;3;2;4;4;3;4;2;4;2;3;4;3;3;4;4;4;4;4;3;3;4;10;3;4;5;4;8;8;6;9;3;2;3;2;8;5;2;1;1;1;2;1;10;1;2;2;1;6;7;6;3;2;3;4;5;3;1;2;3;4;5;3;3;3;4;1;4;3;3;4;3;2;2;3;3;4;5;5;5;5;5;1;1;1;1;1;1;2;1;2;2;1;8;8;6;3;10;10;3;4;7;10;10;1;5;1;4;10;1;1;10;10;2;1;3;2;1;3;3;5;5;4;1;3;4;4;1;2;1;1;3;2;1;1;4;3;1;3;4;2;2;3;2;5;5;5;2;2;1;3;5;1;1;1;57;2;2;1;1;1660;2;1;2;2;1;1;332004;2;332008;332010;1660;2016;2;2;0;0.583056;0.346111;0;0;0;0;0.33;0;0.666667;0.332222;1;1;1;1;1;1;1;1;0;0;0;0;0;1;0.33;0.443333;0;0;0.333333;0.111111;0.66;1;0.83;0.83;1;1660;201511;201603;6
1;2;3;4;1;2;4;2;2;2;2;2;2;2;2;1;1;1;2;1;2;0;0;0;0;0;0;0;0;0;0;2;2;2;2;1;2;1;2;2;1;1;1;3;2;2;2;2;2;3;8;1;6;0;2;3;1;3;2;1;4;2;1;1;2;6;4;5;4;1;2;2;3;1;5;4;4;2;2;2;3;2;-1;3;3;3;-3;-3;-3;-3;-3;6;1;1;1;10;7;1;2;3;2;4;4;2;3;4;1;3;1;3;3;4;3;2;4;3;4;4;3;4;4;2;2;4;3;2;3;4;10;9;5;9;1;3;3;2;6;3;2;2;3;0;1;2;1;1;2;3;3;10;2;4;3;4;7;5;5;5;4;4;4;8;3;2;3;4;3;3;1;3;3;4;2;5;5;2;3;2;3;3;4;4;4;1;1;5;5;5;1;-3;1;1;1;2;2;4;4;4;2;9;8;7;10;5;10;10;10;5;10;10;4;1;1;10;7;1;1;10;10;4;1;4;1;1;3;3;4;5;5;2;2;4;5;4;1;3;3;4;4;1;2;2;2;1;2;3;2;3;6;2;1;1;1;2;1;1;1;-1;-1;-1;1;18;2;2;1;1;1660;6;2;1;1;1;1;332004;1;332006;332011;1660;2016;2;2;-2;0.54;0.332361;0.5;0;0.33;0.276667;0.33;0;0;0.11;1;1;1;1;1;0.66;0.66;0.773333;0;0;0;0;0;0.33;0.33;0.22;0.333333;0;1;0.444444;0.33;1;0.665;0.665;1;1660;201511;201603;6
2;2;2;2;1;2;1;1;2;2;1;2;2;2;2;2;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;1;2;2;2;2;3;1;1;1;1;1;3;4;1;3;8;1;1;0;5;1;3;2;3;4;1;2;2;1;1;1;3;4;1;2;2;3;6;2;6;1;4;2;2;2;2;-1;2;2;3;1;-3;-3;-3;-3;3;1;1;2;3;10;10;1;2;4;4;4;2;4;3;3;3;4;4;3;4;3;4;3;4;3;2;4;4;3;3;4;4;4;3;4;4;1;7;7;10;1;1;10;1;9;2;1;1;1;1;2;5;1;1;1;1;1;2;10;2;4;2;4;10;4;1;2;1;0;3;5;3;1;4;3;4;5;3;1;3;5;4;4;3;2;3;3;3;2;3;3;4;1;5;5;5;5;1;1;1;1;1;2;2;3;2;2;2;8;8;8;1;4;10;10;2;5;10;7;1;1;10;7;10;1;1;4;10;3;2;3;2;2;3;4;3;5;5;1;2;4;5;3;2;2;2;2;2;2;2;2;4;2;2;3;3;1;3;4;2;1;3;2;2;2;2;4;2;1;2;30;2;2;1;1;1660;5;2;1;1;2;3;332004;1;332005;332012;1660;2016;2;2;-1;0.553889;0.505556;0;0.33;0;0.11;0.33;0;0.666667;0.332222;1;1;1;1;0.66;0.66;1;0.773333;0;0;0;0;1;0.66;1;0.886667;0;1;0.666667;0.555556;0.66;0.5;0.58;0.58;2;1660;201511;201603;6
1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;0;0;0;0;-1;0;0;0;0;0;2;2;2;2;1;2;2;2;2;2;1;1;1;2;2;2;1;1;2;8;4;2;1;1;1;3;2;3;3;1;2;1;2;1;1;2;3;5;1;2;2;6;1;3;5;1;2;2;2;2;2;2;2;3;3;-3;-3;-3;-3;-3;1;10;2;1;8;10;1;2;4;4;3;3;3;3;4;2;3;3;3;3;3;3;3;4;3;3;2;4;3;4;2;2;4;4;1;4;3;1;6;9;5;6;8;5;4;7;4;7;4;1;2;5;1;1;1;1;2;2;10;2;3;2;2;10;10;10;5;0;2;4;2;3;2;4;4;4;5;4;3;3;5;2;2;2;2;2;3;2;2;2;2;4;5;5;5;5;5;1;1;1;1;1;1;2;3;3;3;3;1;1;8;8;6;10;7;7;7;6;7;6;5;6;7;6;3;2;5;8;6;2;2;1;1;1;3;4;2;4;1;1;2;4;1;3;2;1;3;1;3;2;1;4;1;3;4;2;2;3;4;1;1;1;2;1;2;2;4;3;1;1;37;2;2;1;1;1660;4;2;1;1;2;2;332004;1;332010;332013;1660;2016;3;2;-2;0.581389;0.362315;0;0.33;0.33;0.22;0.33;0;0.666667;0.332222;1;1;1;1;1;0.66;0.66;0.773333;0;0;0;0;0.5;0.33;0;0.276667;0.555556;0.555556;0.666667;0.592593;0.66;0.5;0.58;0.58;1;1660;201511;201603;6
2;1;2;4;1;1;2;3;2;2;2;1;1;1;2;2;2;1;2;2;1;0;0;0;0;0;0;0;0;0;0;2;2;2;2;1;2;2;2;2;3;1;1;1;1;3;4;4;1;3;8;3;6;1;4;1;3;2;3;4;1;2;3;1;1;1;2;3;6;3;2;1;6;1;4;6;2;2;2;2;4;2;-1;2;3;3;-3;-3;-3;-3;-3;10;1;4;9;4;1;1;2;3;3;3;2;4;4;3;3;3;4;4;4;3;3;4;4;3;1;2;4;4;3;2;2;4;4;3;2;2;6;1;10;9;1;10;1;9;5;8;3;3;4;8;7;1;1;1;1;2;3;10;4;3;3;1;5;10;5;1;1;3;1;5;3;4;2;3;1;1;5;5;5;1;4;1;4;4;4;3;1;1;4;3;4;1;1;5;5;5;1;1;1;4;2;1;2;2;3;2;2;10;10;9;3;3;1;1;6;1;2;1;4;3;1;1;3;1;1;3;3;1;2;2;2;2;2;2;3;5;1;1;1;2;4;2;1;2;2;2;3;2;2;1;3;2;2;3;2;2;7;-3;-3;-3;-3;-3;2;2;2;-1;-1;-1;2;34;2;2;1;1;1660;1;1;2;3;2;1;332004;1;332002;332006;1660;2016;2;2;-1;0.499167;0.506111;0;0.33;0;0.11;0;0;1;0.333333;1;1;0;0.666667;0.66;1;1;0.886667;0;1;0;0.333333;1;1;1;1;0.333333;0;0;0.111111;0.66;0.5;0.58;0.58;1;1660;201511;201603;6
1;2;1;1;1;4;1;2;2;2;2;2;2;2;2;1;1;1;2;2;2;0;2;0;0;0;0;0;0;0;0;2;2;2;2;1;2;2;2;2;3;1;3;1;1;2;2;1;3;3;8;2;6;1;5;1;3;2;3;4;1;2;2;3;1;6;2;6;4;2;1;4;3;2;1;1;5;1;2;2;4;2;3;1;2;2;-3;-3;-2;-3;-3;1;1;3;6;1;10;1;3;3;2;3;4;3;4;4;3;2;4;4;4;4;4;2;4;4;2;3;3;2;3;3;3;4;3;1;3;2;1;8;8;1;1;1;1;4;6;1;1;1;2;2;5;2;1;1;1;2;2;10;2;4;2;3;6;6;6;10;4;3;3;4;3;1;2;4;2;5;3;3;3;5;2;2;3;1;3;2;1;1;2;3;1;1;1;5;5;5;1;1;1;1;1;1;1;1;2;2;2;8;8;1;1;7;5;1;1;1;1;1;1;1;1;1;1;1;1;1;5;1;2;2;2;2;2;2;2;5;2;2;1;2;3;4;1;2;2;4;2;3;2;3;3;2;3;1;2;2;7;4;5;2;4;2;2;2;2;4;1;1;2;29;2;2;1;1;1660;5;2;1;1;1;1;332004;1;332002;332014;1660;2016;2;2;-2;0.416389;0.255833;0;0.33;0;0.11;1;0;0.666667;0.555556;0;0;0;0;1;1;1;1;0;0;0;0;1;0.33;0;0.443333;0;0;0;0;0.66;0.5;0.58;0.58;1;1660;201511;201603;6
1;2;3;3;1;1;4;3;2;1;1;2;2;2;1;2;1;1;2;1;0;0;0;0;0;0;0;0;0;1;0;1;2;2;2;2;2;1;2;2;3;2;1;3;1;3;3;1;1;3;9;2;1;0;7;1;3;2;3;4;1;2;3;1;1;3;3;2;5;2;2;2;5;3;1;3;1;2;2;2;1;2;2;3;-5;-5;-3;-3;-3;-3;-3;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-1;-1;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-3;-3;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-3;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;1;26;2;2;1;1;1660;2;1;1;3;1;7;332004;2;332001;332015;1660;2016;2;2;0;-99;0.354573;0;-99;0;0.077;0;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;0;0;0;0;1;0.66;0;0.553333;-99;-99;-99;-99;0.66;0.5;0.58;0.58;4;1660;201511;201603;6
1;2;2;2;1;2;2;2;1;2;2;2;1;2;1;2;1;2;2;2;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;1;2;2;2;2;2;1;3;1;1;3;4;3;4;3;9;2;1;0;2;1;3;2;3;1;4;2;3;1;1;1;3;3;2;1;3;3;6;3;2;2;1;2;2;2;1;1;2;3;3;1;1;-3;-3;-3;1;1;2;4;10;1;4;1;3;4;4;3;3;3;4;4;3;3;2;4;4;3;4;3;4;4;2;3;3;2;4;4;4;4;4;4;3;2;10;7;3;5;5;10;1;1;4;4;2;4;1;1;7;3;1;1;1;1;1;10;1;3;1;4;6;5;5;10;2;4;4;5;1;4;4;4;4;2;3;4;5;1;2;3;3;3;3;4;3;2;2;2;4;1;1;5;5;5;1;1;1;1;1;2;1;2;4;1;2;3;6;4;4;10;8;4;5;4;4;3;2;2;2;2;5;2;2;6;7;3;2;3;2;2;4;2;5;5;1;1;1;5;5;1;1;3;3;4;2;1;1;2;3;1;2;3;3;2;3;4;1;1;1;2;1;1;3;4;3;1;2;42;2;2;1;1;1660;4;2;2;1;1;1;332004;1;332004;332016;1660;2016;2;2;2;0.638333;0.519445;0;0.33;0;0.11;0.33;0;1;0.443333;1;1;1;1;1;1;1;1;1;0;1;0.666667;0.5;1;0.66;0.72;0.111111;0.111111;0.111111;0.111111;0.66;0.5;0.58;0.58;1;1660;201511;201603;6
1;2;2;4;3;1;2;2;2;2;2;2;1;2;1;2;2;1;2;2;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;1;2;2;3;1;1;3;4;3;4;1;3;3;10;3;2;2;9;3;1;3;4;1;4;2;3;1;2;3;2;3;6;1;1;6;5;1;4;4;1;2;2;2;4;2;3;1;3;3;-3;-3;1;-3;-3;7;10;4;2;3;3;1;1;3;2;2;1;4;3;3;2;3;4;3;4;3;3;4;2;3;3;1;3;3;3;3;3;4;3;4;3;1;2;7;6;8;8;7;6;4;7;7;7;4;1;1;7;2;1;1;1;1;2;5;1;3;1;4;3;5;8;1;3;0;4;5;4;1;3;4;2;5;5;3;1;2;2;3;3;1;4;3;3;2;3;2;4;1;1;5;5;5;1;1;1;1;1;2;2;1;2;1;1;3;8;8;5;5;10;10;10;5;10;5;8;1;1;9;5;1;1;10;7;2;2;2;1;1;2;2;3;5;4;1;1;3;5;4;4;3;3;3;3;1;1;3;3;2;1;3;2;3;6;4;1;1;1;2;1;1;4;5;1;1;1;49;2;2;1;1;1660;6;2;2;1;1;7;332004;1;332010;332017;1660;2016;2;2;0;0.679167;0.471806;0.5;0.33;1;0.61;0;0;1;0.333333;1;1;1;1;0.66;0.66;1;0.773333;0;0;0;0;1;1;0;0.666667;0.777778;0;0.888889;0.555556;0.33;1;0.665;0.665;4;1660;201511;201603;6
1;2;3;2;1;2;2;2;2;1;2;2;2;2;2;1;1;1;2;2;2;0;0;0;0;0;0;0;0;0;0;1;1;2;2;1;2;1;2;2;3;2;1;1;1;3;2;2;4;4;10;1;6;0;3;1;3;2;3;1;4;2;3;1;1;4;6;1;5;1;3;4;2;6;6;3;2;2;2;2;4;2;-1;2;3;3;-3;-3;-3;-3;-3;8;1;2;3;3;10;1;2;3;2;2;2;2;3;4;3;4;2;4;4;3;4;3;4;4;2;3;3;2;4;2;2;4;4;3;4;1;10;4;9;5;4;5;3;7;6;7;5;3;1;1;5;1;1;1;2;2;2;3;3;2;2;3;3;4;5;5;2;1;4;2;2;3;4;1;3;2;3;3;3;4;2;4;3;3;2;2;3;4;4;4;4;5;1;5;5;5;1;1;1;1;2;3;1;3;3;4;3;2;2;8;1;5;3;4;6;4;7;7;7;7;7;4;7;3;2;6;8;6;1;1;1;1;1;1;5;5;5;1;1;1;5;1;1;3;3;3;1;1;1;1;4;1;1;2;2;2;7;4;1;1;1;2;1;1;4;4;3;1;2;18;2;2;1;1;1660;4;2;1;1;1;1;332004;1;332009;332018;1660;2016;2;2;-2;0.583056;0.422222;0;0;0;0;0.33;0;0.666667;0.332222;1;1;1;1;1;1;1;1;0;0;0;0;1;0.33;0.33;0.553333;0.666667;0.666667;0.333333;0.555556;0.66;0.5;0.58;0.58;1;1660;201511;201603;6
1;1;1;1;1;1;1;3;2;2;2;2;1;1;2;1;2;1;2;1;2;0;0;0;0;0;0;0;0;0;0;1;2;2;2;1;2;1;2;2;1;1;1;2;1;3;2;1;1;3;10;2;2;1;4;3;1;3;2;1;4;2;3;1;1;2;2;1;6;1;3;1;3;2;3;6;1;2;2;2;3;2;-1;2;3;3;-3;-3;-3;-3;-3;4;2;7;9;7;1;1;1;2;3;3;2;3;3;4;2;3;2;3;4;4;3;3;4;3;1;2;2;2;2;4;4;4;3;1;4;1;9;9;10;5;1;10;2;6;4;4;3;3;1;1;1;1;1;1;1;1;1;10;2;4;3;1;7;8;10;1;2;1;4;1;4;4;3;1;4;1;3;5;2;2;1;4;4;3;2;3;2;1;4;4;4;1;1;1;1;5;1;1;1;1;1;1;1;3;2;2;3;10;10;6;6;6;4;4;5;7;5;6;3;7;5;5;5;6;4;4;5;7;1;1;1;1;3;3;3;5;2;1;5;5;4;1;1;2;1;3;1;1;2;4;4;1;2;4;1;1;4;-3;-3;-3;-3;-3;2;2;4;5;5;2;1;71;2;2;1;1;1660;8;3;2;2;1;5;332004;1;332004;332016;1660;2016;2;2;-2;0.471667;0.286343;0;0;0;0;0;0;0;0;1;1;1;1;1;0.66;1;0.886667;0;0;0;0;0;0.33;0;0.11;0.222222;0.444444;0.444444;0.37037;0.33;1;0.665;0.665;3;1660;201511;201603;6
2;2;2;3;1;2;2;2;2;1;2;2;1;2;2;2;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;1;2;2;2;2;1;2;3;2;2;1;2;2;3;4;10;4;2;6;5;1;3;3;2;1;4;2;3;1;1;1;2;2;5;1;2;2;5;4;4;2;1;2;2;2;4;2;-1;2;3;-1;-3;-3;-3;-3;-3;5;5;10;4;10;10;1;1;2;3;2;3;4;3;4;3;2;4;4;3;4;3;3;3;3;4;3;2;3;3;4;4;4;4;1;4;3;2;6;10;7;3;8;4;8;1;10;1;4;1;1;4;8;3;2;2;1;2;1;3;3;2;2;3;10;1;1;1;2;1;5;2;2;4;3;4;2;3;4;4;2;1;2;3;2;2;4;2;2;2;4;4;1;5;5;1;1;1;1;3;1;1;3;1;2;3;2;2;10;10;7;7;1;9;4;1;8;8;3;3;7;7;7;10;4;2;8;5;7;2;1;2;2;2;2;5;4;5;1;1;4;4;1;1;2;2;2;3;3;3;1;4;1;2;2;3;2;3;4;2;1;1;2;1;1;4;5;3;1;1;44;2;2;1;1;1660;4;2;2;1;1;5;332004;1;332001;332009;1660;2016;2;2;-1;0.595834;0.28838;0;0.33;0.33;0.22;0.33;1;0.5;0.61;0;1;1;0.666667;1;1;0.66;0.886667;0;0;0;0;0;0.33;0.33;0.22;0.222222;0.666667;0.666667;0.518519;0.33;0.5;0.415;0.415;3;1660;201511;201603;6
1;1;3;2;1;1;1;2;2;1;1;2;2;2;2;2;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;1;2;1;2;2;1;2;3;2;3;3;3;1;1;1;10;1;2;0;1;3;1;3;4;4;1;1;3;1;1;5;6;1;6;2;1;6;5;2;6;4;1;2;2;2;1;2;-1;2;2;2;-3;-3;-3;-3;-3;1;3;3;2;9;10;1;2;4;2;-1;-1;2;3;4;4;3;3;2;3;4;4;2;4;2;3;3;3;4;3;3;3;4;4;2;1;4;8;3;5;1;1;10;1;1;10;10;1;3;3;2;7;1;1;1;1;1;1;1;4;3;1;3;3;10;10;6;1;3;4;1;3;1;2;4;1;2;2;2;3;2;1;3;1;5;3;3;4;3;3;4;4;5;5;5;5;5;3;1;1;2;1;3;2;2;4;3;1;4;4;10;8;5;9;1;10;1;1;1;1;1;2;1;1;1;1;2;1;1;2;2;2;2;2;2;3;5;5;2;2;3;5;1;1;3;3;3;2;2;1;4;4;1;3;2;2;2;3;4;2;4;1;2;1;1;4;5;2;1;1;19;2;2;1;1;1660;3;1;1;3;2;1;332004;1;332009;332018;1660;2016;2;2;-1;0.415;0.230509;0;0.33;0.66;0.33;0;0;1;0.333333;1;0;0;0.333333;1;0.33;0.66;0.663333;0;0;0;0;0;0.66;0;0.22;0;0.111111;0;0.037037;0.33;1;0.665;0.665;1;1660;201511;201603;6
1;1;1;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;2;1;1;0;0;0;0;0;0;0;0;0;0;1;2;2;2;2;2;1;2;2;3;1;1;1;1;3;4;4;3;4;10;1;6;0;5;3;1;2;3;1;4;2;3;1;1;2;2;3;5;2;1;4;3;4;5;2;1;2;2;2;4;2;-1;3;3;3;-3;-3;-3;-3;-3;7;1;2;3;2;1;1;4;3;3;2;3;2;4;4;3;3;3;4;3;3;4;4;3;4;3;3;2;3;4;3;3;4;4;3;3;2;1;7;7;4;4;7;4;6;8;9;3;3;3;2;3;1;1;1;2;1;1;10;4;3;3;3;5;6;6;2;3;2;3;2;2;3;2;2;3;4;3;3;3;4;3;3;4;4;3;3;3;3;2;2;4;5;1;5;5;5;1;-3;1;1;1;1;1;1;1;1;2;10;5;3;4;2;5;5;5;1;5;1;1;1;5;5;5;1;1;1;5;1;2;2;2;2;2;2;5;5;5;1;2;5;5;4;2;2;2;3;1;3;1;4;3;1;4;2;1;2;7;4;5;3;1;2;2;2;3;5;1;1;2;18;2;2;1;1;1660;4;2;1;3;2;7;332004;1;332006;332019;1660;2016;2;2;-1;0.471111;0.531574;0;0.33;0;0.11;0.33;0;0.333333;0.221111;1;1;0;0.666667;1;1;0.66;0.886667;0;0;0;0;1;1;1;1;0;0.444444;0.444444;0.296296;0.66;1;0.83;0.83;4;1660;201511;201603;6
1;1;3;1;1;3;2;2;2;1;2;2;2;2;1;1;2;1;1;2;1;0;0;0;0;0;0;0;0;0;0;1;2;2;2;2;2;2;2;2;2;2;1;3;1;3;4;4;2;3;10;2;2;1;8;4;1;3;2;1;4;2;3;1;1;6;3;3;3;2;2;2;4;2;6;5;2;2;2;2;1;2;-1;2;3;2;-3;-3;-3;-3;-3;1;3;6;1;7;10;8;2;3;4;2;1;4;4;3;3;3;4;3;3;4;3;3;4;3;4;1;4;3;3;2;2;4;4;2;3;4;10;9;2;9;1;9;1;2;6;6;3;4;1;1;7;2;1;1;1;2;1;10;4;3;1;2;6;7;4;2;2;0;3;5;4;1;3;2;4;1;3;3;3;2;4;1;4;1;3;2;3;2;3;3;4;1;1;5;5;5;1;1;1;1;1;1;1;1;4;2;1;10;10;2;9;10;10;4;1;1;1;1;1;1;1;1;1;1;1;1;5;1;2;2;2;2;2;2;2;5;2;2;2;4;5;4;1;2;2;1;1;1;1;1;1;1;1;1;2;1;3;2;1;1;1;2;2;2;4;5;1;1;2;28;2;2;1;1;1660;9;3;1;2;2;8;332004;1;332008;332020;1660;2016;1;2;-1;0.330833;0.249583;0;0.33;0;0.11;0.66;0;1;0.553333;0;0;0;0;0.66;0.66;0.66;0.66;0;0;0;0;0.5;1;1;0.833333;0;0;0;0;0.33;0;0.165;0.165;5;1660;201511;201603;6
1;2;3;2;1;2;1;2;2;1;1;2;2;2;1;2;1;2;2;2;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;3;1;1;3;2;1;1;3;4;3;10;1;2;1;4;1;3;2;3;1;4;2;3;1;1;1;3;5;3;1;1;1;5;1;1;2;1;2;2;2;2;2;2;2;3;2;-3;-3;-3;-3;-3;1;1;5;1;8;10;1;2;2;2;3;2;3;3;4;3;3;3;3;3;4;3;4;4;3;3;2;3;3;3;3;3;4;4;4;3;3;10;5;6;4;4;8;4;6;4;10;2;4;1;2;7;1;1;1;1;1;2;10;4;3;1;3;9;10;10;2;2;3;0;7;4;1;2;4;3;3;3;3;3;4;3;1;3;1;2;3;2;2;2;4;4;1;5;5;5;5;1;1;1;2;1;3;2;3;2;4;4;10;10;5;4;7;9;1;10;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;4;4;3;3;5;1;1;1;3;4;1;1;2;2;4;2;1;1;4;4;1;4;2;4;1;7;4;1;1;3;2;2;1;4;4;3;1;1;54;2;2;1;1;1660;7;2;2;2;1;1;332004;1;332006;332005;1660;2016;2;2;1;0.4425;0.366667;0;0.33;0.33;0.22;0.33;0;1;0.443333;1;0;0;0.333333;1;0.66;0.66;0.773333;0;0;1;0.333333;1;0;0.66;0.553333;0;0;0;0;0.66;0.5;0.58;0.58;1;1660;201511;201603;6
2;2;2;2;2;2;2;2;2;1;2;1;2;2;1;2;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;1;2;2;2;2;3;2;3;1;1;1;3;2;4;3;10;1;6;0;9;1;3;2;3;1;4;2;3;1;1;4;5;1;1;2;1;5;2;3;4;1;3;2;2;2;4;2;-1;1;2;1;-3;-3;1;-3;4;1;1;1;5;8;10;5;2;2;2;4;2;3;4;4;3;4;4;4;2;3;4;4;4;4;3;2;2;4;2;1;1;4;3;1;3;1;5;7;7;5;4;5;6;5;4;4;5;4;1;0;5;8;3;2;2;1;2;1;4;3;3;4;7;2;1;10;1;3;4;4;3;3;2;3;4;1;1;2;2;2;3;4;4;4;4;2;2;2;3;1;4;5;5;5;5;5;1;1;1;1;1;3;2;2;4;3;2;10;10;6;3;9;10;4;7;4;6;6;7;7;5;7;7;4;3;6;7;7;1;1;1;1;1;1;3;4;5;1;1;4;5;1;1;2;2;3;3;2;2;2;3;1;3;2;2;2;3;4;1;2;5;2;2;1;4;4;2;1;1;32;2;2;1;1;1660;4;2;1;2;1;5;332004;1;332002;332021;1660;2016;2;2;1;0.610556;0.625648;0;0;0;0;0.33;1;0.666667;0.665556;1;1;1;1;1;1;0.33;0.776667;0;1;1;0.666667;1;0.66;0.33;0.663333;0.666667;0.444444;0.666667;0.592593;0.66;0.5;0.58;0.58;3;1660;201511;201603;6
1;2;3;3;1;2;2;2;2;1;2;2;1;2;1;2;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;3;1;2;1;2;3;3;3;4;4;10;1;6;0;1;1;3;2;3;1;4;2;3;1;1;6;6;1;6;1;2;2;3;2;2;2;1;2;2;2;4;-1;-1;2;2;2;-3;-3;-3;-3;-3;5;1;3;5;9;10;5;4;3;2;4;2;4;3;3;4;3;4;3;4;3;4;3;3;2;3;4;4;4;4;3;3;4;4;2;3;4;4;7;5;1;1;1;10;1;5;1;1;3;4;1;2;1;1;1;2;2;2;10;1;4;4;4;4;6;8;2;0;3;3;1;3;1;4;1;4;3;3;3;3;1;3;3;4;4;2;2;4;4;4;4;4;5;5;5;5;5;3;4;1;1;1;3;2;2;2;2;1;10;10;4;7;10;10;10;2;5;10;10;2;1;5;1;10;3;6;5;10;4;1;3;2;1;3;4;3;5;5;1;3;5;5;3;2;3;2;3;3;2;2;3;3;2;1;3;3;2;2;4;5;6;3;2;1;1;4;4;4;2;2;22;2;2;1;1;1660;3;1;1;1;2;2;332004;1;332008;332010;1660;2016;2;2;0;0.512222;0.38463;0;0;0.33;0.11;0.33;0;0.166667;0.165556;1;1;1;1;0.66;0.66;1;0.773333;0;0;0;0;1;0.66;0.66;0.773333;0.111111;0.444444;0;0.185185;0.66;0.5;0.58;0.58;1;1660;201511;201603;6
